Timestamp,Username,VideoID,Comment,Date
2025-09-30T05:31:25Z,@BenjaminTai-Brownlee,Uo1a7BjjXhM,AE501_BT Done!,2025-09-30T05:31:25Z
2025-09-30T05:21:25Z,@Esper-x4h,Uo1a7BjjXhM,AE501_BH,2025-09-30T05:21:25Z
2025-09-30T03:39:58Z,@yuguanpan6666,Uo1a7BjjXhM,AE501_YP nice video made,2025-09-30T03:39:58Z
2025-09-30T03:05:41Z,@Rodolfosmarins1,Uo1a7BjjXhM,AE501_RM,2025-09-30T03:05:41Z
2025-09-30T02:19:23Z,@AaronWu-z3w,Uo1a7BjjXhM,AE501_AW Looking forward to the class!,2025-09-30T02:19:23Z
2025-09-30T02:14:52Z,@HenryMuller-l3w,Uo1a7BjjXhM,AE501_HM,2025-09-30T02:14:52Z
2025-09-30T02:11:02Z,@bronmccall5836,Uo1a7BjjXhM,Thanks for the first video! AE501_BM,2025-09-30T02:11:02Z
2025-09-30T02:10:40Z,@mazoz,Uo1a7BjjXhM,[AE501_UM] Done,2025-09-30T02:10:40Z
2025-09-30T02:00:35Z,@nightwatch8662,Uo1a7BjjXhM,AE501_WM: Completed,2025-09-30T02:20:01Z
2025-09-30T01:46:06Z,@ThilankaRanatunga,Uo1a7BjjXhM,first,2025-09-30T01:46:06Z
2025-09-30T02:37:43Z,@ChristopherLum,Uo1a7BjjXhM,"Haha, quick on the draw :)",2025-09-30T02:37:43Z
2023-09-05T03:25:28Z,@ChristopherLum,N5R8IZ0R3PI,"In case it is helpful, all my linear algebra videos in a single playlist are located at https://www.youtube.com/playlist?list=PLxdnSsBqCrrHKINkYvyiYRzpG8hd1YnqO.  You can support this channel via Patreon at https://www.patreon.com/christopherwlum or by clicking on the 'Thanks' button underneath the video.  Please let me know what you think in the comments.  Thanks for watching!",2023-09-05T03:25:28Z
2024-04-30T08:58:44Z,@Alastair510,N5R8IZ0R3PI,"At about 31:30, did you mean to write (and say) that AB does not equal BA?

You have AB does not equal BC",2024-04-30T08:58:44Z
2025-10-25T19:07:30Z,@Artem-x4n,N5R8IZ0R3PI,This is literally the best explanation of matrices I've ever seen!,2025-10-25T19:07:30Z
2025-10-14T00:53:32Z,@guillermoroque3408,N5R8IZ0R3PI,"AE501_GR: thank you for the refresher, it's been so long since I've seen matrices",2025-10-14T00:53:32Z
2025-10-15T04:10:24Z,@ChristopherLum,N5R8IZ0R3PI,"Great, and just to double check, you watched this video last week correct?",2025-10-15T04:10:24Z
2025-10-08T02:30:05Z,@yaredshella,N5R8IZ0R3PI,AE501_YS - Great Video. Thanks,2025-10-08T02:30:05Z
2025-10-08T01:41:27Z,@K_N_06,N5R8IZ0R3PI,AE501_KN,2025-10-08T01:41:27Z
2025-10-07T23:21:01Z,@Bone_7_,N5R8IZ0R3PI,AE501_TB A very useful refresher. Thanks professor!,2025-10-07T23:21:01Z
2025-10-07T15:12:26Z,@kobekc,N5R8IZ0R3PI,"A great reminder on how Matrix works! 
AE 501; Kenji C",2025-10-07T15:12:26Z
2025-10-07T10:19:22Z,@alanyao8503,N5R8IZ0R3PI,AE501_AY: Great refresher,2025-10-07T10:19:22Z
2025-10-07T00:28:06Z,@umerchoudhary2822,N5R8IZ0R3PI,AE501_UC: Great summary with solid examples!,2025-10-07T00:29:39Z
2025-10-06T22:52:00Z,@mazoz,N5R8IZ0R3PI,[AE501_UM] Thank you for the review. I had forgotten a good part of these concepts,2025-10-06T22:52:00Z
2025-10-06T19:15:44Z,@PatrickTang-s2q,N5R8IZ0R3PI,"AE501_PT Really appreciate the overview through matrix multiplication, I used to confuse which row/columns I was multiplying a bunch in undergrad",2025-10-06T19:15:44Z
2025-10-06T07:54:38Z,@TrentSalley,N5R8IZ0R3PI,AE501_TS Great recap! This will definitely make the Matlab matrix arithmetic less daunting,2025-10-06T07:54:38Z
2025-10-06T04:54:27Z,@geflri,N5R8IZ0R3PI,AE501_GF: Great intro,2025-10-06T04:54:27Z
2025-10-06T04:11:01Z,@ravidesai9108,N5R8IZ0R3PI,AE501_RD: Very useful refresher!,2025-10-06T04:11:01Z
2025-10-05T02:15:43Z,@JacobChapman-w8o,N5R8IZ0R3PI,AE501_JC Great refresher! it has been awhile since I've done a dot product,2025-10-05T02:15:43Z
2025-10-04T21:08:26Z,@CobiJohnson-z5p,N5R8IZ0R3PI,AE501_CJ Thanks for the refresher. It's been awhile since I've looked at this material.,2025-10-04T21:08:26Z
2025-10-04T03:29:52Z,@kunyangli,N5R8IZ0R3PI,AE501_KL complete,2025-10-04T03:29:52Z
2025-10-04T00:18:49Z,@TimothyHunsdorfer,N5R8IZ0R3PI,AE501_TH,2025-10-04T00:18:49Z
2025-10-03T19:53:23Z,@dennoid-m8j,N5R8IZ0R3PI,"AE 501: Learned a lot from the this one, thanks!",2025-10-03T19:53:23Z
2025-10-03T13:00:34Z,@milaesper6956,N5R8IZ0R3PI,AE501_ME done!,2025-10-03T13:00:34Z
2025-10-03T03:25:40Z,@bbyrnes2320,N5R8IZ0R3PI,AE501_BB; Great video Thanks!,2025-10-03T03:25:40Z
2025-10-03T02:25:35Z,@junyoungshin1247,N5R8IZ0R3PI,AE501: Appreciate the refresher I really needed,2025-10-03T02:25:35Z
2025-10-03T02:21:28Z,@nightwatch8662,N5R8IZ0R3PI,AE501_WM: Great refresher since my second-year of undergrad!,2025-10-03T02:21:28Z
2025-10-03T00:53:06Z,@oralynnreeve4157,N5R8IZ0R3PI,Good refresher!  AE501_OS,2025-10-03T00:53:06Z
2025-10-02T23:59:31Z,@AngelinaMartinez-j2q,N5R8IZ0R3PI,AE_501_AM,2025-10-02T23:59:31Z
2025-10-02T04:02:24Z,@EthanAvelar1,N5R8IZ0R3PI,AE501_EA: great explanation!,2025-10-02T04:02:24Z
2025-10-02T01:32:02Z,@AlexKyleBlakley,N5R8IZ0R3PI,"AE501_AB: Thank you for the refresher! Great video, easy to follow",2025-10-02T01:32:02Z
2025-10-01T05:05:17Z,@sumanpranata,N5R8IZ0R3PI,AE501_GSAP nice quick refresher on the matrices transpose property and special matrices,2025-10-01T05:07:30Z
2025-10-01T01:16:02Z,@HenryMuller-l3w,N5R8IZ0R3PI,AE501_HM - Done,2025-10-01T01:16:02Z
2025-09-30T16:55:36Z,@KarinaAragon-Madrigal,N5R8IZ0R3PI,AE501_KA: Appreciate the overview that I needed for matrices. I know I need a refresher,2025-09-30T16:55:36Z
2025-09-30T06:07:56Z,@Esper-x4h,N5R8IZ0R3PI,AE501_BH,2025-09-30T06:07:56Z
2025-09-30T03:15:07Z,@Rodolfosmarins1,N5R8IZ0R3PI,"AE501_RM, good refresher!!!",2025-09-30T03:15:07Z
2025-09-08T11:53:50Z,@judaultimateboss,N5R8IZ0R3PI,W,2025-09-08T11:53:50Z
2024-12-09T20:31:11Z,@KennethWright-k2h,N5R8IZ0R3PI,AE501: Thank you for refresher on linear algebra basics.,2024-12-09T20:31:11Z
2024-12-03T21:58:08Z,@KanwarjitSingh88,N5R8IZ0R3PI,AE501 Great video👍,2024-12-03T21:58:08Z
2024-10-11T22:04:32Z,@malachimorris1649,N5R8IZ0R3PI,AE501 - MALACHI MORRIS,2024-10-11T22:04:32Z
2024-10-11T11:02:30Z,@Chuan-YuTsai,N5R8IZ0R3PI,AE 501: It is nice to come back and review the rule of Matrix,2024-10-11T11:02:30Z
2024-10-08T23:34:43Z,@DrWangSTEM,N5R8IZ0R3PI,[A E 501 student] watched - CW,2024-10-08T23:34:43Z
2024-10-07T14:23:46Z,@twobuffsinaredcoop8403,N5R8IZ0R3PI,Great refresher for me. The material was very accessible. Thank you.,2024-10-07T14:23:46Z
2024-10-07T02:24:40Z,@ethanngo3203,N5R8IZ0R3PI,"AE 501: Wish I had these resources in undergrad, great start!",2024-10-07T02:24:40Z
2024-10-06T20:01:45Z,@MarcoIacoviello-r3w,N5R8IZ0R3PI,AE 501,2024-10-06T20:01:45Z
2024-10-06T17:35:43Z,@fn5002,N5R8IZ0R3PI,"AE 501: Farouk Nejah, very clear and explicit!",2024-10-06T17:35:43Z
2024-10-04T04:02:04Z,@Julia_Westfall,N5R8IZ0R3PI,AE 501: I really appreciate you used the .* notation to explain element wise method! I thought of MATLAB right away and it gave me a great resolution as to why I was at war with myself trying to recall marix multiplication being one or the other (standard method or element wise). Huge shout out to the flipped classroom method with all of the videos I can take at my own pace and ask questions at office hours REALLY helps my learning. I am so excited to take this class! Thank you!,2024-10-04T04:02:04Z
2024-10-04T15:23:18Z,@ChristopherLum,N5R8IZ0R3PI,"I know, the . vs. .* notation is a bit of a doozy and you have to be careful how MATLAB and Mathematica handle this.  We'll use this more during the quarter so it is good to get this straightened out sooner rather than later.  Keep me posted on how the rest of the videos go!",2024-10-04T15:23:18Z
2024-10-04T02:25:44Z,@keyshawnb4845,N5R8IZ0R3PI,AE 501: This was an extremely useful refresher - especially for matrix multiplication and special matrices,2024-10-04T02:25:44Z
2024-10-04T15:23:36Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter",2024-10-04T15:23:36Z
2024-10-04T02:15:43Z,@JulieWarchol,N5R8IZ0R3PI,Thanks for the refresher! I missed doing this kind of math. Looking forward to this quarter in AE 501.,2024-10-04T02:16:08Z
2024-10-04T15:23:57Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter",2024-10-04T15:23:57Z
2024-10-03T23:40:02Z,@Andrew_Bruns,N5R8IZ0R3PI,AE501- Definitely helpful for a reminder on rules for matrix multiplication and matrix transpose.,2024-10-03T23:40:02Z
2024-10-04T15:24:54Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:24:54Z
2024-10-03T22:16:03Z,@JonathanRiosRoman90,N5R8IZ0R3PI,"AE-501B: Excellent refresher, clear and concise. Thank you professor!",2024-10-03T22:16:03Z
2024-10-04T15:25:24Z,@ChristopherLum,N5R8IZ0R3PI,Glad it was helpful!,2024-10-04T15:25:24Z
2024-10-03T04:25:03Z,@tonykuenzli2182,N5R8IZ0R3PI,AE 501 - Nice refresher on matrices and their basic operations,2024-10-03T04:25:03Z
2024-10-04T15:26:10Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:26:10Z
2024-10-03T02:59:34Z,@ryanmeinhardt81,N5R8IZ0R3PI,AE-501 : Great crash course of everything i forgot about matrices.,2024-10-03T02:59:34Z
2024-10-04T15:26:16Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:26:16Z
2024-10-03T02:00:06Z,@AlexanderLRisher,N5R8IZ0R3PI,"Good Review, Thank you.
Class AE 501
Alex Risher",2024-10-03T02:00:06Z
2024-10-04T15:26:47Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:26:47Z
2024-10-02T22:54:24Z,@AurashFilsoof,N5R8IZ0R3PI,AE-501 Great Content!!!,2024-10-02T22:54:24Z
2024-10-04T15:27:04Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:27:04Z
2024-10-02T22:39:13Z,@KanwarjitSingh8,N5R8IZ0R3PI,AE-501 Great Video👍,2024-10-02T22:39:13Z
2024-10-04T15:27:17Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:27:17Z
2024-10-02T16:05:10Z,@DominicChongShengLim,N5R8IZ0R3PI,AE 501 - Great refresher!,2024-10-02T16:05:10Z
2024-10-04T15:27:22Z,@ChristopherLum,N5R8IZ0R3PI,"Great, glad it was useful, we'll leverage this more during the quarter so it is good to get this laid out sooner rather than later.",2024-10-04T15:27:22Z
2024-10-02T05:05:04Z,@maggiesplantgirl,N5R8IZ0R3PI,AE 501- WOW - I spent a couple hours reteaching this to myself yesterday - you explained it so much clearer and quickly than the textbook!,2024-10-02T05:05:04Z
2024-10-02T05:28:12Z,@ChristopherLum,N5R8IZ0R3PI,I'm glad it was helpful and it is good to see you getting a head start on the material!  Please let me know how the rest of the videos go!,2024-10-02T05:28:12Z
2024-03-31T07:49:40Z,@nizomjonnazirov5200,N5R8IZ0R3PI,wonderful Mr Lum thanks for your efforts,2024-03-31T07:49:40Z
2023-12-04T02:05:33Z,@alviehaider4559,N5R8IZ0R3PI,AE 501 Good Recap on matrices,2023-12-04T02:05:33Z
2023-11-29T01:29:48Z,@atruon17uw,N5R8IZ0R3PI,"[AE501] I'm glad to have had this video as a reference this quarter, this topic can get tricky sometimes",2023-11-29T01:29:48Z
2023-10-08T16:48:29Z,@BrianaStaheli-gf7jg,N5R8IZ0R3PI,Great refresher. Helped a ton. Thanks,2023-10-08T16:48:29Z
2023-10-08T05:22:15Z,@AdamYousri-m5t,N5R8IZ0R3PI,"AE501: this was a great intro to matrices; it's been a while, and I definitely needed the refresher.",2023-10-08T05:22:15Z
2023-10-08T05:41:00Z,@ChristopherLum,N5R8IZ0R3PI,"Great, I'm glad it was helpful, please keep me posted on how things go as the quarter progresses!",2023-10-08T05:41:00Z
2023-10-05T07:28:02Z,@elijahleonen198,N5R8IZ0R3PI,AE501: Really helpful and straight forward video of the purpose of matrices along with it’s operations.,2023-10-05T07:28:02Z
2023-10-04T20:57:31Z,@AlejandroMartinez-nv9ri,N5R8IZ0R3PI,"AE501: The uppper/lower triangular matrices were new to me and not something I remember from my undergraduate math courses, im curious what type of use cases they would be good for. Great refresher on matrices, thank you!!",2023-10-04T20:57:31Z
2023-10-04T21:20:03Z,@ChristopherLum,N5R8IZ0R3PI,"That is exactly the right question, what are they good for?  We'll talk about this in the immediately following lecture and if you take AE511 or AE512 you'll see how they are leveraged for other applications.",2023-10-04T21:20:03Z
2023-10-04T04:55:34Z,@KevinKdep,N5R8IZ0R3PI,AE501: This is an excellent lecture video! It really is a great refresher for me after I have taken linear algebra almost 30 years ago. :),2023-10-04T04:55:34Z
2023-10-04T05:21:27Z,@ChristopherLum,N5R8IZ0R3PI,"Luckily, it seems that linear algebra hasn't changed much in this time so hopefully most of these concepts are still the same :)",2023-10-04T05:21:27Z
2023-10-04T02:00:05Z,@solomondawit8866,N5R8IZ0R3PI,AE 501: This is a wonderful refresher on the subject. Thank you!,2023-10-04T02:00:05Z
2023-10-03T23:12:30Z,@RajChhabraUW,N5R8IZ0R3PI,AE 501: This video is a helpful refresher on matrices,2023-10-03T23:12:30Z
2023-10-03T21:00:18Z,@PathwaytoEngineeringDegree,N5R8IZ0R3PI,I took Matrix in college few yrs ago and totally forgot the basics and therefore this video was refreshing for me. Thank you covering all of the basics without treating us like idiots hahaha.,2023-10-03T21:00:18Z
2023-09-05T18:53:30Z,@lizahaddad5294,N5R8IZ0R3PI,Please could you add a video about sliding mode and it's implementation in MATLAB.Thank you,2023-09-05T18:53:30Z
2023-09-19T20:10:32Z,@ChristopherLum,N5R8IZ0R3PI,"Hi,
Thanks for reaching out.  If you have questions or would like to request a video, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum or via the 'Thanks' button underneath the video.  I'd love to have you as a Patron as I'm able to talk/interact personally with Patrons.  Thanks for watching!
-Chris",2023-09-19T20:10:32Z
2020-04-14T15:05:56Z,@ChristopherLum,ZBafH5fss1E,"In case it is helpful, here are all my Matlab videos in a single playlist https://www.youtube.com/playlist?list=PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF.  You can support this channel via Patreon at https://www.patreon.com/christopherwlum or by clicking the 'THANKS' button underneath the video. Please let me know what you think in the comments.  Thanks for watching!",2022-05-12T15:25:37Z
2025-10-27T23:52:08Z,@bbyrnes2320,ZBafH5fss1E,AE501_BB,2025-10-27T23:52:08Z
2025-10-19T22:07:07Z,@jannickharambe8550,ZBafH5fss1E,"really good video, thank you so much",2025-10-19T22:07:07Z
2025-10-08T01:42:06Z,@K_N_06,ZBafH5fss1E,AE501_KN,2025-10-08T01:42:06Z
2025-10-06T05:53:12Z,@geflri,ZBafH5fss1E,AE_501GF,2025-10-06T05:53:12Z
2025-10-06T03:18:24Z,@AngelinaMartinez-j2q,ZBafH5fss1E,"AE501_AM, thanks!",2025-10-06T03:18:24Z
2025-10-04T15:32:46Z,@nightwatch8662,ZBafH5fss1E,AE501_WM: Very helpful to intregrate matrix operations into MATLAB,2025-10-04T15:32:46Z
2025-10-03T15:13:41Z,@oralynnreeve4157,ZBafH5fss1E,Super helpful!  AE501_OS,2025-10-03T15:13:41Z
2025-10-03T02:46:38Z,@AlexKyleBlakley,ZBafH5fss1E,"AE501_AB: Great refresher video, very clear",2025-10-03T02:46:38Z
2025-10-02T02:49:42Z,@mazoz,ZBafH5fss1E,[AE501_UM] Thanks! I learned something new with this tutorial.,2025-10-02T02:49:42Z
2025-10-01T01:56:01Z,@caseybloomer7574,ZBafH5fss1E,[AE501_CaseyBloomer] Thank you for the review professor!,2025-10-01T01:56:01Z
2025-04-09T18:44:28Z,@calebstephen5000,ZBafH5fss1E,Ambrose 211 tomorrow 10th April 8am,2025-04-09T18:44:28Z
2025-04-09T20:47:23Z,@davidetuk7687,ZBafH5fss1E,Omoo 😂,2025-04-09T20:47:23Z
2025-04-03T10:41:12Z,@KashmalaButt-r4r,ZBafH5fss1E,"🎯 MATLAB Tutorial: Extract Rows & Columns from a Matrix 🖥

Are you struggling to extract specific rows and columns from a matrix in MATLAB? In this tutorial, we’ll break it down step by step, making it easy and efficient for you to handle matrices like a pro!

✅ What You’ll Learn in This Video:

How to extract specific rows from a matrix

How to select and extract columns

Indexing techniques for efficient matrix manipulation

Real-world examples and practical applications

📂 Who Should Watch This?

🔹 MATLAB beginners who want to improve their matrix manipulation skills

🔹 Engineers, data scientists, and researchers working with MATLAB matrices

🔹 Students learning matrix indexing techniques

🎯 After Watching This Video, You’ll Be Able To:

✅ Extract rows and columns like a pro using MATLAB indexing

✅ Use colon notation (:), logical indexing, and advanced methods

✅ Apply these techniques in data analysis and engineering projects

✨ Check out more MATLAB tutorials here:

🔗 https://youtube.com/playlist?list=PLMDMunCcg5F5natoG8u_FD0_1TNr5ys4o&si=7w1qVzbu9mLRONLa",2025-04-03T10:41:12Z
2024-12-04T21:52:15Z,@KanwarjitSingh88,ZBafH5fss1E,AE 501 nice video to learn,2024-12-04T21:52:15Z
2024-10-14T05:49:16Z,@Tamanaaaa1,ZBafH5fss1E,"AE 501 - Very clearly explained, thank you!",2024-10-14T05:49:16Z
2024-10-11T15:58:34Z,@Chuan-YuTsai,ZBafH5fss1E,AE501: It is hard to remember them all.,2024-10-11T15:58:34Z
2024-10-07T03:25:30Z,@CodySmith,ZBafH5fss1E,"AE501, Cody Smith.",2024-10-07T03:25:30Z
2024-10-06T22:54:38Z,@DrWangSTEM,ZBafH5fss1E,[A E 501 student] watched - CW,2024-10-06T22:54:38Z
2024-07-07T14:53:02Z,@omarel-ghezawi6466,ZBafH5fss1E,"At video time 18:20, when talking about say  matrix   transposes, I would like to point out to the following important fact, that is: the apostrophe  alone determines the conjugate transpose, which is completely different from the transpose. To determine the transpose of say matrix M , MATLAB does it as  M.' (M followed by dot followed by apostrophe). Either one is legitimate when dealing with  vectors or/and matrices containing solely real numbers. Care should be exercised when dealing with complex numbers. For example, when M=[2  -3], M'=M.'=[2 ; -3] . However if  M=[-3+4i  -3-4i], M'=[-3-4i ; -3+4i] and M.'=[-3+4i ; -3-4i]. Apart from that, an excellent video. Thank you.",2024-07-07T14:53:02Z
2023-10-10T23:35:56Z,@mathewsamuellenuevo,ZBafH5fss1E,"So perfect sir, perfect 😊",2023-10-10T23:35:56Z
2023-10-09T00:20:24Z,@TuanTran-fs8ll,ZBafH5fss1E,AE501 Tuan Tran.  This is so helpful and great refresher on MATLAB. Thank you very much.,2023-10-09T00:21:24Z
2023-10-07T04:18:51Z,@tranpham7120,ZBafH5fss1E,So helpful.,2023-10-07T04:18:51Z
2023-01-15T22:38:09Z,@Davidvolf10,ZBafH5fss1E,Thx man !,2023-01-15T22:38:09Z
2023-01-16T01:16:00Z,@ChristopherLum,ZBafH5fss1E,"Hi David,
Thanks for the kind words, I'm glad you enjoyed the video.  If you find these videos helpful, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum or via the 'Thanks' button underneath the video.  Given your interest in this topic, I'd love to have you a as a Patron as I'm able to talk/interact personally with all Patrons.  I can also answer any questions, provide code, notes, downloads, etc. on Patreon.  Thanks for watching!
-Chris",2023-01-16T01:16:00Z
2022-12-19T17:01:38Z,@fryingpanm6977,ZBafH5fss1E,thank you so much sir,2022-12-19T17:01:38Z
2022-12-24T18:54:14Z,@ChristopherLum,ZBafH5fss1E,"Hi,
Thanks for the kind words, I'm glad you enjoyed the video.  If you find these videos helpful, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum or via the 'Thanks' button underneath the video.  Given your interest in this topic, I'd love to have you a as a Patron as I'm able to talk/interact personally with all Patrons.  I can also answer any questions, provide code, notes, downloads, etc. on Patreon.  Thanks for watching!
-Chris",2022-12-24T18:54:14Z
2022-11-02T00:27:45Z,@wickerrman5859,ZBafH5fss1E,Linus is that you?,2022-11-02T00:27:45Z
2022-10-09T20:16:16Z,@paulpietrowicz3916,ZBafH5fss1E,[AE 501 Student] understanding of matrix use in Matlab and how it is similar and different to Mathematica. Would like to better understand when to best use either tool?,2022-10-09T20:16:16Z
2022-10-09T23:02:29Z,@ChristopherLum,ZBafH5fss1E,"Hi Paul, in general, if you are doing analytical manipulation, then Mathematica is a better tools to use.  However if you have concrete numbers and want to build larger, more complex simulations then I would go with Matlab.",2022-10-09T23:02:29Z
2022-10-08T16:12:12Z,@XPUnreal_Master_10,ZBafH5fss1E,[AE 501 FALL 22 JENNIFER JOHNSON] I just noticed the time stamps on the video. Greatly appreciated.,2022-10-08T16:12:12Z
2022-10-05T23:11:53Z,@glopez99,ZBafH5fss1E,"Another excellent video. Would be helpful to hear from you as a super-user, what your top Matrix functions are. Or maybe these are them! Thanks. MAE 501",2022-10-05T23:11:53Z
2022-10-06T01:52:36Z,@ChristopherLum,ZBafH5fss1E,"Yes, these basic matrix operations are pretty much what you'll end up using for 90% of your Matlab work.  Interestingly, the name Matlab comes from 'Matrix Laboratory' which was the original moniker for the system.  As such, it is pretty much built around matrix operations.",2022-10-06T01:52:36Z
2022-10-06T02:09:36Z,@glopez99,ZBafH5fss1E,@ChristopherLum Cool history!,2022-10-06T02:09:36Z
2022-08-27T16:11:28Z,@jacobwilliamblankson1419,ZBafH5fss1E,I’m can you explain better when the dot is used,2022-08-27T16:11:28Z
2022-06-15T01:56:58Z,@mbenitez6722,ZBafH5fss1E,Amazing,2022-06-15T01:56:58Z
2022-06-17T00:53:54Z,@ChristopherLum,ZBafH5fss1E,"Hi,
Thanks for the kind words, I'm glad you enjoyed the video.  If you find these videos helpful, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum or via the 'Thanks' button underneath the video.  Given your interest in this topic, I'd love to have you a as a Patron as I'm able to talk/interact personally with all Patrons.  Thanks for watching!
-Chris",2022-06-17T00:53:54Z
2022-05-18T10:11:44Z,@sajidali-qg1mg,ZBafH5fss1E,Thank you Christopher Lum for such an amazing tutorial how to exchange one column to another( column 1 exchange to column 2 or Column 2 exchange to column 1),2022-05-18T10:11:44Z
2022-05-18T15:19:10Z,@ChristopherLum,ZBafH5fss1E,"Hi,
Thanks for the kind words, I'm glad you enjoyed the video.  If you find these videos helpful, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum or via the 'Thanks' button underneath the video.  Given your interest in this topic, I'd love to have you a as a Patron as I'm able to talk/interact personally with all Patrons.  Thanks for watching!
-Chris",2022-05-18T15:19:10Z
2022-03-14T02:32:48Z,@rohitpandey9391,ZBafH5fss1E,Thanks a lot from India,2022-03-14T02:32:48Z
2022-01-15T23:56:27Z,@sairamcool022,ZBafH5fss1E,It was a very helpful Tutorial; Thanks!,2022-01-15T23:56:27Z
2022-01-14T04:17:28Z,@fazeobamasdr,ZBafH5fss1E,malaka kineze you saved my life,2022-01-14T04:17:28Z
2021-12-01T11:11:09Z,@abheeshtajani4386,ZBafH5fss1E,"thank you sir from India, this video is of great use to me, sir can u make some videos spcifically for spatial data scientists",2021-12-01T11:11:09Z
2021-12-01T16:19:47Z,@ChristopherLum,ZBafH5fss1E,"Hi,
Thanks for reaching out.  If you have questions or would like to request a video, I hope you'll consider supporting the channel via Patreon at https://www.patreon.com/christopherwlum.  I'd love to have you as a Patron as I'm able to talk/interact personally with Patrons.  Thanks for watching!
-Chris",2021-12-01T16:19:47Z
2021-11-16T11:58:58Z,@Awakened_Wallace,ZBafH5fss1E,"Great video, very helpful",2021-11-16T11:58:58Z
